id,date,price,area,rooms,half rooms,area_balcony,street,district,type
31631866,2022-08-02,96.0,121,4,0,0.0,Hársfa utca,VII,tegla
31631315,2022-08-02,64.0,70,1,1,0.0,Benczúr utca,VI,tegla
31629148,2022-08-02,61.8,63,2,0,0.0,Garay tér,VII,tegla
31628925,2022-08-02,72.9,73,2,1,2.0,Podmaniczky utca,VI,tegla
31621784,2022-08-02,59.0,61,2,0,0.0,Teréz körút 47,VI,tegla
31621195,2022-08-02,238.0,119,4,0,121.0,Párkány utca,XIII,tegla
31620070,2022-08-02,57.9,68,2,1,3.0,Ó utca,VI,tegla
31615483,2022-08-02,48.0,54,2,0,0.0,Hársfa utca,VII,tegla
31612870,2022-08-02,40.9,36,1,0,0.0,Vörösmarty utca,VI,tegla
31610124,2022-08-02,75.69,34,1,0,8.1,Corvin sétány,VIII,tegla
31606074,2022-08-02,35.0,52,2,0,0.0,Szigetvári utca,VIII,tegla
31605230,2022-08-02,550.0,250,4,1,0.0,Szabadság tér,V,tegla
31601684,2022-08-02,45.0,48,2,0,0.0,Belső-Erzsébetváros,VII,tegla
31598392,2022-08-02,95.0,144,3,0,0.0,Murányi utca,VII,tegla
31595935,2022-08-02,12.0,74,3,0,3.0,Pablo Neruda utca,III,panel
31590880,2022-08-02,99.99,135,4,0,0.0,Rottenbiller utca,VII,tegla
31588951,2022-08-02,45.0,48,3,0,0.0,Kis Diófa utca 3,VII,tegla
31587860,2022-08-02,11.9,37,1,0,0.0,Izabella utca,VII,tegla
31561602,2022-08-02,53.16,71,2,0,0.0,Középső-Erzsébetváros,VII,tegla
31545980,2022-08-02,55.9,37,2,0,61.0,Angyalföld,XIII,tegla
31538706,2022-08-02,36.9,52,1,2,0.0,Százados út,VIII,tegla
31538064,2022-08-02,169.0,89,3,0,0.0,Belgrád rakpart,V,tegla
31531743,2022-08-02,52.7,46,1,2,6.0,Öv utca 137,XIV,tegla
31531064,2022-08-02,26.5,38,1,1,0.0,Táblás köz 3,IX,tegla
31528173,2022-08-02,109.0,104,4,0,0.0,Hőgyes Endre utca,IX,tegla
31525447,2022-08-02,123.5,99,2,1,3.0,Külső-Terézváros - Diplomatanegyed,VI,tegla
31524919,2022-08-02,97.5,115,4,0,7.0,Rákoshegy - Helikopter lakópark,XVII,tegla
31524886,2022-08-02,71.2,57,3,0,16.0,József utca,VIII,tegla
31520517,2022-08-02,49.74,47,2,0,0.0,Alföldi utca,VIII,tegla
31520402,2022-08-02,24.0,20,1,0,0.0,Rákóczi út 57.,VIII,tegla
31514167,2022-08-02,94.9,118,4,1,0.0,Jókai utca 16,VI,tegla
31513100,2022-08-02,214.48,98,4,0,18.4,Andrássy út,VI,tegla
31512391,2022-08-02,105.0,67,2,1,18.0,Septimius Severus utca,III,tegla
31510694,2022-08-02,36.9,35,1,1,3.0,Vörösmarty utca 73,VI,tegla
31507567,2022-08-02,27.5,53,2,0,0.0,Batthyány tér,I,tegla
31504838,2022-08-02,37.0,35,2,0,0.0,Lebstück Mária utca,IV,panel
31504649,2022-08-02,202.0,103,2,1,0.0,Kígyó utca,V,tegla
31503256,2022-08-02,52.0,41,2,0,4.0,Újhegyi út,X,tegla
31499829,2022-08-02,40.0,24,1,0,0.0,Wesselényi utca 13,VII,tegla
31497430,2022-08-02,12.0,31,1,0,5.0,Szentendrei út,III,panel
31495546,2022-08-02,111.0,140,5,0,6.0,Villányi út 4,XI,tegla
31491702,2022-08-02,75.0,64,2,0,5.78,Barázda utca 5.,XI,tegla
31470805,2022-08-02,487.46,122,4,0,13.19,Andrássy út,VI,tegla
31465399,2022-08-02,72.9,50,2,0,0.0,Szent István körút,V,tegla
31464985,2022-08-02,125.0,107,2,1,2.0,Székely Bertalan utca,VI,tegla
31456228,2022-08-02,262.89,90,3,0,31.0,Kútvölgy,XII,tegla
31451637,2022-08-02,529.25,360,1,0,0.0,Belső-Erzsébetváros,VII,tegla
31450106,2022-08-02,55.9,47,1,2,12.0,Felsőmalom utca 14,XVI,tegla
31448144,2022-08-02,218.5,108,3,0,12.14,Ó utca,VI,tegla
31446846,2022-08-02,31.9,46,2,0,0.0,Bauer Sándor utca,VIII,tegla
31446006,2022-08-02,205.0,144,4,1,4.0,Andrássy út,VI,tegla
31445920,2022-08-02,228.0,113,4,0,12.14,Ó utca,VI,tegla
31444880,2022-08-02,250.82,132,3,0,0.0,Ó utca,VI,tegla
31444794,2022-08-02,239.4,121,4,0,5.6,Ó utca,VI,tegla
31444788,2022-08-02,222.3,111,3,0,9.62,Ó utca,VI,tegla
31444782,2022-08-02,205.2,99,3,0,17.11,Ó utca,VI,tegla
31437968,2022-08-02,89.9,83,2,0,0.0,Alagút utca,I,tegla
31434904,2022-08-02,238.0,139,5,0,0.0,Deák Ferenc utca,V,tegla
31433253,2022-08-02,175.0,94,2,0,0.0,Belgrád rakpart,V,tegla
31427355,2022-08-02,108.9,72,3,0,0.0,Hunyadi János út,I,tegla
31427241,2022-08-02,144.99,125,5,0,0.0,Lépés utca,XI,tegla
31423194,2022-08-02,30.0,56,2,0,0.0,Harmat utca 38,X,panel
31420069,2022-08-02,150.0,80,2,1,12.0,Hegytető utca,XI,tegla
31410967,2022-08-02,335.0,235,7,0,35.0,Törökvész,II,tegla
31383475,2022-08-02,68.0,80,2,1,0.0,Nyár utca,VII,tegla
31362334,2022-08-02,69.9,71,2,1,0.0,Lónyay utca 22,IX,tegla
